texto,label_maltrato,label_violacion_del_deber_de_cuidado,label_situaciones_de_riesgo,label_abuso_sexual,label_negligencia
 Se reporta a la línea 147 la presencia de una mujer con una bebé en brazos de 4 meses aproximadamente estarían sobre XXX y XXX. ,0,0,0,0,0
"A través de la Línea 147 Fono Ayuda se comunicó SUJETO desde el 0971000000 y refirió cuanto sigue;  Que es tía materna del niño NNA de 5 años de edad quien vive con sus padres; SUJETO y SUJETO.  Que el niño tiene una condición neurológica; Asperger la cual se le diagnosticó hace dos años atrás que sigue tratamiento psicológico y neurológico en el Hospital XXX.  Que el niño estaba escolarizado en la institución de gestión privada; Colegio XXX ubicado en ciudad de XXX calles XXX entre XXX en pre escolar turno mañana.   Que en la fecha de ayer miércoles 28 de febrero a la hora de la entrada desde la institución habrían mandado llamar a la madre del niño para indicarle que a raíz de un berrinche que hizo el niño la institución ya no puede recibirlo que le deben buscar otra institución ""especial"" donde puedan recibir al niño para su educación debido a su condición neurológica según refirió.   Que fue el SUJETO (director de la institución) quien manifestó a la madre del niño que ya no lo van a recibir por los motivos ya mencionados que desconoce el nombre del SUJETO.   Que el niño era alumno de la mencionada institución desde el año pasado cuando hizo el Jardín; ""ya había luego muchas irregularidades siendo que los del jardín y pre escolar no tenían un baños cercano tenían que atravesar todo el corredor para ir al baño a veces no alcanzaban se hacían todo encima y las profesoras no les hacían caso y los padres en vez de denunciar le retiraban no más a sus hijos de la institución"" refirió.   Que el niño habría quedado muy afectado después de lo ocurrido el día de ayer; ""él no quería irse de la escuela y a la fuerza su mamá le tuvo que sacar del colegio porque los profesores y el pastor ya le indicaron que le saque porque ahí no hay lugar para él lloró mucho "" expresó.   Se solicita a la CODENI el acompañamiento de la situación ya que la persona recurrente indicó que no saben que hacer siendo que expulsaron al niño de la institución y que a estas alturas del año no sabe si encontraran lugar para él en otra escuela.   Se provee también número de contacto de la madre del niño; SUJETO 0986000000. ",0,0,0,0,0
" A través de la Linea 147 Fono Ayuda se comunicó SUJETO desde el 0994000000 indicó ser funcionaria de la Defensoría del Pueblo de XXX y refirió cuanto sigue;  Que a través de sus funciones tuvo conocimiento de una posible situación de maltrato físico y psicológico de la cual serían víctimas la niña  NNA de aproximadamente 6 años y el niño NNA de aproximadamente 5 años.  Que la niña y el niño viven con SUJETO y su pareja de quien no se conocen sus datos; ""solo me indicó que es docente"" refirió.   Que la niña y el niño estarían en proceso de adopción con la mencionada familia; ""no sé si ya se finiquitó o están todavía en proceso"" refirió.   Que ella no cuenta con mayores detalles de la situación solo que le refirieron que SUJETO no podía tener hijos y que por eso ella y su pareja habrían gestionado la adopción de la niña y el niño que luego SUJETO se embarazó ahora tiene un bebé y maltrataría a sus hijos adoptivos; ""me dijeron que les pega se despaciencia por ellos y también les hace faltar comida o sea pasan hambre"" refirió.   Que no supo aportar más detalles facilitó ubicación georreferencial y fotografía de la fachada de la casa donde viven la niña y el niño se adjunta. ",1,0,0,0,0
 A través de la Línea 147 Fono Ayuda se reportó de manera confidencial la siguiente situación;  Que en la mañana de hoy jueves 29 de febrero del corriente año en una vivienda en alquiler del barrio XXX de la ciudad de XXX personas vecinas observaron una escena donde se veía a una mujer de aproximadamente 30 años de edad en estado etílico o bajo los efectos de alguna sustancia estaba dentro del predio de la mencionada vivienda en el portón pero hacía adentro junto con dos niños varones de entre 3 y 5 años de edad aproximadamente al parecer son sus hijos.   Que la mujer les estaba gritando al mismo tiempo que les daba empujones y zarandeos los niños lloraban según refirió la persona que se comunicó a este Servicio.   Que otras personas vecinas habrían indicado a la persona que llamó que la mencionada situación de maltrato sería una constante que se desconocen datos de la mujer y de los niños ya que estarían recién mudados al barrio.  Que en la casa además reside otra mujer adulta mayor que sería abuela de la mujer y bis abuela de los niños.  ,1,0,0,0,0
"A través del servicio telefónico 147 Fono ayuda se ha recibido
una comunicación  la persona recurrente
ha solicitado confidencialidad de sus datos exponiendo una situación
preocupante. Según lo reportado hace aproximadamente un mes en el domicilio
de la Sra. SUJETO reside su hijo NNA con su actual
cónyuge la Sra. SUJETO junto con sus cuatro hijos: NNA (12
años) NNA (10 años) NNA (5 años) y un bebé de un año
este último hijo de NNA.    La persona recurrente informa que presumiblemente la familia
residía anteriormente en la ciudad de XXX zona de XXX y habrían
sido denunciados por vecinos debido a presuntos casos de maltrato hacia los
niños.    Según el informante NNA se dedica a la venta de frutas en
la vía pública y los niños NNA NNA e NNA lo acompañan en este trabajo
durante las horas de la mañana. A pesar de que NNA e NNA están
escolarizados asistiendo al 5to grado y preescolar respectivamente en el turno
tarde se ven obligados a retornar a la calle para vender frutas hasta altas
horas de la noche una vez regresan de la escuela. Además se menciona que NNA
no está escolarizado y trabaja largas jornadas junto a sus hermanos.   Que el día de la fecha en el entorno de convivencia de la
familia se ha desarrollado un caso de maltrato físico hacia la niña NNA por
parte de su madre. Durante el incidente la niña expresó que ya no le pegue y
que  no quería  faltar a la escuela especialmente por ser
nueva en ella. Además se ha escuchado a la madre referirse a que NNA aun no
junto la plata para  SUJETO (expareja de
SUJETO quien había denunciado problemas relacionados con la manutención del hijo
que tienen en común). Un vecino intervino al presenciar el maltrato desmedido
hacia la niña.     Es importante destacar que tanto Isabel como Ian no
asistieron a la escuela el día de hoy ya que NNA es la encargada de llevar
a su hermanito a la institución educativa. en tanto NNA se encuentra. Vendiendo
banana en la calle. ",1,1,0,0,0
"A través del servicio telefónico 147 Fono Ayuda se ha
recibido comunicación de la Sra. SUJETO desde el número de celular
0981000000 en la cual expone una serie de preocupaciones relacionadas con su
hijo NNA de 7 años de edad cuyo padre es el Sr.
SUJETO.   La Sra. SUJETO informa que ella tiene la convivencia del niño
y que existe un acuerdo de régimen de visitas establecido por el Juzgado de
Niñez y Adolescencia de XXX mediante el cual el padre puede tener
encuentros con el niño los días martes jueves y viernes de manera alternada
en el domicilio de residencia del niño.      Sin embargo la comunicante relata que desde el inicio de
este acuerdo de régimen de relacionamiento ha habido un ambiente de violencia
psicológica y maltrato verbal por parte del padre durante las visitas por lo
que se ha requerido  que la trabajadora
social del poder judicial acompañe las visitas.       La situación se ha agravado recientemente ya que el niño
muestra falta de entusiasmo durante los encuentros con su padre e incluso ha
mostrado un comportamiento poco cortés llegando a mostrar su dedo medio
durante una videollamada. La madre ha intervenido explicando al niño la
importancia de respetar a su padre y sugiriéndole que se disculpe en la próxima
visita.      El martes 27 de febrero cuando llegó el padre para la
visita la madre solicitó al niño que se disculpara pero este se negó alegando
haber sido maltratado el primero por su progenitor. La reacción del padre ante
esta negativa fue amenazar al niño con prohibirle la práctica del fútbol y
otras actividades que les gusta  lo que asustó al niño y lo llevó a negarse a
compartir tiempo establecido  con su
padre ese día.      Genaro de 7 años está cursando el segundo grado en la
Escuela XXX en horario extendido y participa activamente en actividades
curriculares y extracurriculares incluyendo la práctica de fútbol donde ha
demostrado talento y ha sido seleccionado para integrar la sub 8 de la
institución.      Es importante destacar que el padre es de nacionalidad XXX  no cuenta con un
domicilio de convivencia ni de empleo fijo y se desempeña como consultor Que
este ha remitido un correo electrónico en la institución educativa de su hijo
donde indicaba que el prohíbe a la institución que el niño sea incluido en prácticas
deportivas y extracurriculares sin su autorización 
no tiene  mi autorización para participar
de los talleres deportivos. Existe una situación familiar interna que
debe resolverse antes de que pueda incorporarse nuevamente. Aprovecho también para
mencionarles que cualquier actividad extra curricular deberá tener mi autorización
además de la madre a quien pongo en Copia ( mUchas gracias SUJETO papa de SUJETO. 2do. Grado) ",1,1,0,0,0
"A través del servicio telefónico 147
Fono Ayuda se ha recibido información sobre el traslado de una niña NNADe 14 años de edad que se encontraba bajo protección en el
Albergue XXX del Ministerio de la Niñez y la Adolescencia (MINNA) al
Albergue XXX perteneciente a la misma institución.   Se informa que los detalles
relacionados con las circunstancias que motivaron este traslado así como
cualquier otra consideración relevante serán comunicados directamente desde el
MINNA por parte de las autoridades institucionales correspondientes.    Se pone a conocimiento este cambio de
ubicación con el fin de mantener la transparencia y la colaboración entre las
instituciones involucradas en la protección y el cuidado de los niños en
situación de vulnerabilidad.     
Agradecemos su atención y
colaboración..  ",0,0,0,0,0
A través de la aplicación Whatsapp  se recibe el caso de varios niños en situación de calle aproximadamente cuatro niños entre ellos un bebé una de las niñas estaría con un cartel en la mano pidiendo dinero a los transeúntes se reporta que casi fue atropellada.  OBSERVACION: Se derivará a la policía nacional a través del sistema 911,0,0,0,0,0
"La recurrente solicitó confidencialidad reporta la situación de maltrato que reciben sus sobrinos por parte de la madre:   Se trata del adolescente NNA de 16 años; NNA de 11 años; NNA de 8 años y del niño NNA de 5 años hijos de los Sres. SUJETO de 31 años y SUJETO de 42 años los padres están separados la madre y los NNAs viven frente a su domicilio refiere que el día de hoy la niña NNA de 11 años fue a su domicilio pidiendo comida su padre telefónicamente le habría dicho que vuelva a su casa y pida a su madre les prepare la comida la niña se negó al pedido del padre de forma enfática alegando que su madre la maltratará si le hace eso.   Refiere la recurrente que la madre de los niños no los cuida como corresponde que los niños llegan  a las15:00 hs de la escuela y no encuentran comida le envía a la escuela sin merienda.  por lo que acostumbran a acudir a la casa de los abuelos para alimentarse. Tambien refiere que la madre maltrata sistemáticamente a los niños de forma verbal y física. La Sra. SUJETO se dirige a sus hijos con la sgtes palabras: ""cara de mongo"" ""No servís para  nada"" ""Les hare pasar lo que yo vivé en mi niñez"". Refiere tambien que la madre de los niños es una persona emocionalmente inestable necesita asistencia psicológica y/o Tto psiquiátrico  cuando pega a su hijos lo hace sin compasión muy mal les pega anteriormente tambien agredía al padre de los niños hace un año atrás había pateado al Sr. SUJETO estando uno de sus hijos en brazos del Sr. SUJETO.-   El padre de los niños es hermano de la recurrente y le prohibió que denuncie los hechos el Sr. SUJETO tendría miedo de que sus hijos sean llevados a un albergue por tal motivo no denuncia los hechos de maltrato que reciben.-   La recurrente reiteró su pedido de confidencialidad le mencionó a la Fiscal SUJETO que la misma le orientó que llame al servicio a reportar el caso de forma confidencial.-  ",1,0,0,0,0
 El recurrente reporta la presencia de una niña NN de 7 años aprox quien está en la via pública en medio de personas adultas que sería tres hombres los mismos se encuentran en estado etílico la niña pareciese estar asustada. Se deriva a policia nacional porque los compañeros del Dri Calle están en otro procedimiento ,0,0,0,0,0
 La recurrente reporta la presencia de una beba de 5 meses aprox en brazos de una mujer adulta que podría ser su madre la Sra. se encuentra en estado etílico la recurrente es chofer de Bolts la madre pidió sus servicio pero ella se negó llevarla por el estado en que se encontraba y reporta  al servicio porque tiene a una beba en sus brazos refiere que la Sra. con la beba quedaron en la estación de servicios XXX  y sigue consumiendo mas bebidas alcoholicas la Sra está vestida con remera de color verde y short de color rosado.-  ,0,0,0,0,0
"Siendo las 19:30 aproximadamente se informa al Servicio que la adolescente NNA de 17 años junto con su hermano; NNA de 8 meses se refugió en la vivienda de una vecina expresando que su madre; SUJETO les habría violentado (habría pegado a la adolescente cuando la misma le tenía en brazos al bebé.) Que no sería la primera ocasión que la madre reaccionaría de manera violenta y diciendo ""incoherencias"" como que ""ella ya esta muerta y su bebé tambien""  Que una de las vecinas habría observado a la Sra. SUJETO hamacando al bebé y repentinamente le ""comenzó zarandear"" y el bebé cayó al suelo.   La persona menciona que la Defensoría de la niñez ya habría intervenido en el caso cuando el bebé nació debido a que la Sra. SUJETO habría negado a su hijo por qué ""Ya estaba muerto""  Sigue relatando que la Sra. SUJETO sería paciente psiquiátrico tendría Bipolaridad que estaría con medicación pero no lo consumiría.    Respecto al padre del bebé menciona que es el Sr. SUJETO quien habría referido que "" no sabe que hacer él intenta dar el medicamento a su esposa y que la misma se negaría rotundamente ""  SUJETO Tel.: 0984.000000.   Debido a la situación de violencia presente desde el Servicio comunicamos al 911 de PN para la verificación la Suboficial SUJETO del 911 indicó que comunicara a la policía jurisdiccional para la verificación del caso.    Observación:  La adolescente se estaría negando a regresar a su domicilio y teme por su hermano suministró el número de teléfono de la Sra. SUJETO Tel.: 0984.000000 quien viviría en la ciudad de XXX.  La Sra. SUJETO tendría otro hijo de 15 años de nombre NNA; este último y NNA no serian hijos de NNA; respecto al padre de ambos no se tendría datos.   La recurrente del caso es la Sra. NNA Tel.: 0986.000000 es la persona que resguardo a la adolescente y al bebé la misma indicó que tiene lugar para que queden en su vivienda si se requiere.",1,1,0,0,0
"Se comunica al Servicio el Sr. SUJETO Tel.: 0981.000000. quien refirió haber sido sacerdote y que debido a ello las personas siguen acudiendo a él para comentarles cosas.  Sigue relatando que el día de hoy le habían informado que en el distrito de XXX Compañía ""XXX "" de XXX un hombre conocido como ""SUJETO"" había alquilado a su hija por un millón de guaraníes a otro hombre conocido como ""SUJETO""   El hecho habría ocurrido hace 8 días; ya la comunidad estaría en conocimiento ""Por eso la niña tiene verg&uuml;enza de ir a la escuela"".  Respecto a los datos escolares la niña estaría inscripta en la Escuela XXX; institución dirigida por la Lic. SUJETO (Directora). expresa que intentará conseguir más datos con la misma.  El hecho le habría informado 2 personas que se comprometieron a seguir proveyéndole de más datos para llegar a la niña al padre y al acusado de cometer el hecho.   El Sr. SUJETO se comprometió a averiguar los datos precisos con las personas que le comunicaron el hecho que él por su parte tambien averiguará y los suministrara al Servicio.  Desde el Servicio se le orienta a comunicarse nuevamente al 147 para informar los nuevos datos que tambien al WhatsApp del Servicio puede proveer los datos obtenidos.    ",0,1,0,0,0
 Informa al Servicio que se observaría de manera diaria a un hombre y a una mujer con sus dos hijos de primera infancia pidiendo dinero entre los vehículos sobre Ruta N° X XXX. (No posee datos de la familia) Que algunos días estarían frente al Banco XXX XXXX esquina XXX y en otras ocasiones estarían frente al supermercado XXX de la XXX y XXX de la misma ciudad. ,0,0,0,0,0
" Se comunica al Servicio que los niños NNA de 4 años y la niña NNA de 10 años estaría en situación de vulnerabilidad debido a que la madre; Sra. SUJETO sería una persona con problemas con el alcohol.  Que los llevaría ya de noche ""detrás de ella"" en la plaza del barrio sin que le preocupe a la madre si han cenado el niño NNA ya en varias ocasiones se habría quejado de no haber cenado por andar ""detrás"" de su madre. También la niña estaría expuesta a peligros debido a la hora que se encuentran por la calle y que la madre debido al consumo de alcohol no estaría en condiciones de cuidarlos.  Respecto al padre del niño sería el Sr. SUJETO quien tambien viviría en la misma zona sin embargo no poseería los datos del padre de la niña.",1,0,0,0,0
Se comunicó a través del 147 el Sr. SUJETO  desde el número 0986 000000 quien sería padre del niño NNA de 2 años de edad y la madre sería la Sra. SUJETO que hasta la fecha 1 de marzo de 2024 habrían estado viviendo juntos. El Sr. SUJETO refiere que la Sra. SUJETO tendría cambios bruscos de personalidad donde demuestra agresividad hacia su persona con gritos insultos toda esta situación en presencia del niño; que por esta situación el Sr. SUJETO habria salido de la vivienda. Refiere que esta misma conducta tendría hacia otras personas de su entorno.  Que la Sra. SUJETO en ocasiones golpearía al niño por las piernas con la mano por situaciones comunes en niños de la edad de NNA.   Refiere que en otros aspectos el niño estaría bien cuidado que en horas de la mañana asiste a un Espacio de Desarrollo Infantil ubicada dentro del Mercado Municipal mientras la madre trabaja; quien sería Ujier del Poder Judicial de la Ciudad de XXX.     Para uso interno.  Se le orienta al Sr. a comunicar en la comisaría la salida de la vivienda. El mismo llamó para solicitar orientación para relacionamiento a lo que se le oriento el procedimiento. Refiere que esta asistiendo económicamente desde hace 1 año por BNF. ,1,0,0,0,0
En la Dirección de XXX y XXX estarían aproximadamente 4 niños dos serían bebé uno de ellos estaría en brazo de adulto y otra estaría sobre manta en la vereda un niño y una niña entre vehículos pidiendo dinero a los conductores.    ,0,0,0,0,0
A través de la linea 147 se comunicó el Sr. SUJETO con teléfono: 0981-000000 y solicita información: Refiere que acudirá a la fiscalia barrial a presentar denuncia en contra de su yerno pero no tiene claro cual de las Fiscalías barriales corresponde mencionó que su hija SUJETO de 20 años con C.I. N° 00000 es victima de violencia doméstica que su esposo el Sr. SUJETO de 34 años la agrede verbalmente y decidió salir de  la casa donde viven pero el Sr. SUJETO no le permite que lleve a su bebé de 8 meses de nombre NNA refiere que el Sr. SUJETO es una persona alcohólica y que la relación de pareja es insostenible refiere que los abuelos paternos del niño están dispuestos ayudarlo para lograr que su hija salga de la casa en compañía de su bebé de 8 meses esa gestión se llevará el dia de mañana y si tienen inconvenientes acudirá a la fiscalia para presentar denuncia.  Se le explica que el Barrio XXX corresponde a la XXX como la dirección queda en el limite podría corresponder también a la XXX.-    Se le orientó que luego su hija acuda al juzgado de paz a solicitar medidas de protección. y si es necesario acudir a la Defensoría de la niñez en caso que el padre no permita que la madre lleve al niño.-   ,1,0,0,0,0
 La recurrente reporta la presencia de dos niñas de edad entre 10 y 11 años pidiendo dinero a los conductores sobre XXX y XXX en ocasiones las niñas entran al supermercado XXX o se quedan frente al Banco XXX las niñas tienen una conducta agresiva ante la recurrente la escupen y/o tiran piedras.  ,0,0,0,0,0
A traves de la Linea 147 Fono Ayuda se comunica una persona quién solicita confidencialidad de sus datos y reporta cuanto sigue : Que SUJETO de 30 años d seria madre de los mellizos NNA y NNA de 4 años y residen en la dirección mencionada mas arriba.  Refiere que los niños estarian siendo vulnerados de sus derechos por la madre .  Que los mismos no estarian reconocido en el registro civil Que además no estarian  bien alimentados  ya que la madre aparentemente no tiene un trabajo estable que en varias oportunidades los vecinos le estaria alimentando o se pasan recorriendo para pedir comida por la calle .  Sigue relatando que en varias ocasiones los niños estarian solos en la casa y en ocasiones hasta  la noche encerrados.  Que en la fecha de hoy una vez mas los niños estaban solos en la casa  y que los mismos quemaron un colchón dentro de la vivienda y que los vecinos tuvieron que romper el candado  para que los niños fueran auxiliados .  Que la madre les deja dolos a sus hijos  es cuando  se va a la carcel junto a su pareja.  Además Ingrid tendría una niña de 7 años cuyo nombre es NNA  quien estaria viviendo con la abuela materna en el Barro XXX para que la misma sea escolarizada.,0,1,0,0,0
A traves de la Linea 147 Fono Ayuda se comunica una persona quién solicita confidencialidad de sus datos y reporta cuanto sigue: Que la niña NNA  de 13 años es hija del señor SUJETO de 45 años  reside en la dirección mencionada mas arriba .La niña vive con su madrastra la señora SUJETO.y el padre.  Indica que la niña   estaria siendo maltratada  psicológicamente por la  madrastra de manera sistemática. La niña fue traída por el padre hace tres años de XXX cuando la madre de la niña había fallecido y  que  desde que la niña llego es maltratada Psicológicamente por la señora SUJETO  que  le hostiga  que le culpa de todo a ella. Que en ocasiones la señora SUJETO pareciera una loca como le grita a la niña. Que la niña menciona que ya no puede estar en esa casa porque su padre no la protegería.  Que en la fecha 01/03 una ves mas la niña fue maltratada por la madrastra  que el padre estaria a conocimiento y no estaria realizando ninguna accion .  La  señora Berta seria muy violenta verbalmente con la niña de manera constante .  Además la niña indica que no quiere regresar con la familia materna. ya que había pasado muy mal  que inclusive habria un primo que habria abusado de ella desde que tenia 5 años..  Que a la niña NNA se le observa muy deprimida. ,1,1,0,0,0
Se comunica al Servicio que el adolescente NNA de 15 años sería consumidor de estupefacientes (marihuana no descartarían otras sustancias) que juntaría en su domicilio a otros adolescentes de su misma edad para consumir. La persona refiere desconocer los datos de los otros adolescentes.  Sigue relatando que la situación que afecta a NNA dataría de dos años atrás desde que el Sr. SUJETO y la Sra. SUJETO (padres) habrían comenzado a trabajar que ambos padres estarían todo el día fuera del domicilio y el adolescente quedaría en la casa con su hermano adulto de 18 años.   Que tendrían información de que algunos vecinos ya habrían conversado con los padres de NNA indicandoles lo que ocurriría en su domicilio mientras ellos no están que el Sr. SUJETO conversaría  con NNA y ya no juntaría en su domicilio a los otros adolescentes pero que al poco tiempo comenzarían nuevamente a juntarse en la mencionada vivienda los mismos adolescentes con NNA a consumir estupefacientes.   Sr. SUJETO Tel.: 0994.000000.   ,0,0,0,0,0
 A través de la línea 147 Fono Ayuda se comunicó la Sra. SUJETO de 60 años desde el teléfono XXXX y reportó la siguiente situación: Que es abuela materna de la adolescente NNA de 14 años  /  NNA de 12 años  / NNA de 11 años  / NNA de 8 años / NNA de 6 años /  NNA de 4 años / NNA de 2 meses hijos de la Sra. SUJETO de 29 años. Los niños viven con la madre y el padrastro de nombre Sr. SUJETO de 32 años en X Barrio X en la dirección mencionada m ás arriba.  Refiere que el dia de ayer tomó conocimiento de que su nieta la adolescente NNA de 14 años es víctima de abuso sexual por parte del padrastro el Sr. SUJETO de 32 años que el jueves (01/05) en horas de la noche el padrastro ingresó al dormitorio y manoseó en sus partes íntimas a la adolescente NNA (14 años) que tiene conocimiento de que las dem ás niñas no lograron conciliar el sueño dado que se habrían percatado de que el padrastro toda la noche mantenía las manos bajo las s ábanas manoseando a la adolescente NNA en sus partes íntimas.-   La abuela materna inmediatamente presentó denuncia en la comisaria de Remansito y llevó con ellas a las nietas a su domicilio ubicada a 15 cuadras de la casa de las niñas. Refiere que la madre de las niñas niega que su pareja haya cometido tal hecho refiere que varios vecinos habrían sido testigos del maltrato verbal que generó tal hecho la madre y el padrastro habrían discutido el  Sr. SUJETO le habría dicho que su hija NNA es m ás mujer que ella.-        ,0,1,0,1,0
" A través de la Línea 147 Fono Ayuda se reportó de manera confidencial la siguiente situación;  Que en la dirección ya mencionada reside una mujer cuyos datos se desconocen la misma tiene dos hijos; una niña de aproximadamente 1 año de edad y un niño de 9 años de edad tampoco se conocen datos de los mismos.   Que con frecuencia la madre maltrataría de manera física y psicológica a sus hijos sobre todo al niño según refirió.   Que golpearía al niño y el mismo pide auxilio; ""llora y pide que pare"" refirió.  Que se desconocerían mayores datos que la mencionada situación se observaría desde hace aproximadamente nueve meses.  Que la madre obligaría al niño a cuidar a su hermanita de 1 año de edad que les grita a ambos y que cada tanto echa al niño de la casa.  Que lo que m ás preocupa sería el maltrato físico hacía el niño que no se pero se escucha cuando le pega que lo haría con frecuencia y que al momento de la llamada la madre estaba golpeando al niño; ""él est á llorando y gritando le pide a su mamá que pare ella le dice que esas marcas que tiene es para que aprenda"" refirió.   Desde el Servicio Fono Ayuda se comunicó la situación de violencia presente al Sistema 911 al momento de la llamada de la persona recurrente.    PARA DERIVAR:    Se comunica al Servicio Fono Ayuda 147 una persona quien solicita confidencialidad de sus datos mencionando cuanto sigue;  En la dirección mencionada m ás arriba estarían residiendo un niño de nombre NNA de 9 años de edad  con sus hermanos un niño  de 1 año y una niña de 11 años de edad junto a su madre la SUJETO  Que la madre de los niños maltrataria de manera física y psicológica a ambos niños pero los maltratos se darían m ás direccionado hacia el niño NNA seg ún refirió.  Que golpearia al niño NNA y se escucharia al niño ""llorando y pidiendo que pare"" refirió.   Menciona que los hechos de violencia se darían de manera frecuente data desde hace unos nueve meses aproximadamente.   Que la madre obligaría al niño a cuidar a su hermanita de 1 año de edad que les gritaría a ambos niños y que cada tanto echaría al niño NNA de la casa.  Agrega que al momento de la llamada la madre estaba golpeando al niño; ""él est á llorando y gritando le pide a su mam á que pare ella le dice que esas marcas que tiene es para que aprenda"" refirió.   ",1,0,0,0,0
 A través de la Línea 147 Fono Ayuda se comunica una persona de manera confidencial y refiere cuanto sigue: Que en la dirección arriba referida vivirían las niñas  NNA de 12 (doce) años de edad NNA de 4  (cuatro ) años  NNA  de 3 (tres) años de edad y el niño NNA de 9 ( nueve )años de edad. La madre de las niñas y el niño sería SUJETO de 34 años de edad   El padre de las dos niñas y del niño serie el señor SUJETO de 68 años de edad quien residiría en el Este del País.   Se refiere que desde hace 15 días aproximadamente  SUJETO de 22 años estaría viviendo en la casa de la niña NNA .  Que la niña cuenta a sus compañeras de Colegio indicando:  &uml; YO YA TENGO NOVIO Y YA VIVE EN MI CASA &acute;&acute; menciona la niña .   SUJETO  trabajaría en la Distribuidora que queda a media cuadra del domicilio de la niña.   Y que seg ún las compañeras la niña  NNA también comentaría que unas personas adultas de sexo masculino siempre le dan 500 000 o 300 000  gs y que según manifestación de otras vecinas la madre es la que la ofrecería a estas personas  con plata y que la estaría explotando sexualmente.   Por otro lado indica que desconoce como se daría la explotación si las personas llegan hasta la vivienda y le llevan a  la niña o como se daría .  La niña  NNA est á matriculada en el XXXX  en el 7.° grado en el turno mañana  pero que solo asiste en ocasiones (  2 o 3 veces a la semana asiste ) El niño NNA está escolarizado en la escuela XXXXX.     ,0,1,0,1,0
 A través de la línea 147   Servicio Fono Ayuda se ha recepcionado una comunicación de forma confidencial en la que la persona solicitó confidencialidad de sus datos. En dicha comunicación se ha reportado la siguiente situación:   Que en la dirección mencionada mas arriba reside la Sra. SUJETO.  La persona denunciante manifestó que en el supermercado denominado XXXX ubicado en la dirección mencionada se encuentra trabajando el adolescente  NNA de 17 años de edad en el horario comprendido entre las 06:00 y las 10:00 horas específicamente en el puesto 5 del sector mayorista. Se describe al adolescente como una persona de contextura física muy delgada con bajo peso visible y con características compatibles con un cuadro de aparente anemia. Seg ún refiere NNA habría sido diagnosticado previamente con Linfoma No Hodgkin aunque no se tiene certeza sobre la continuidad de su tratamiento médico oncológico en la actualidad.      Asimismo se indica que en la fecha de la comunicación el adolescente fue observado en un evidente estado de deterioro físico: no podía mantenerse en pie manifestaba mareos constantes y presentaba un semblante p álido. Fue asistido en el lugar por los responsables del supermercado. En conversación informal el adolescente manifestó que su madre no cumple con su rol como proveedora de alimentos pese a que convive con ella y con sus hermanos. También refirió que su madre habría vendido una heladera y un televisor que le fueron donados en el periodo en que estaba en tratamiento médico.      Sobre la figura paterna se informó que el padre del adolescente reside en Ciudad del Este y no brinda apoyo económico ni afectivo. NNA habría señalado que pese a su estado de salud evita faltar al trabajo ya que el ingreso económico es necesario para su alimentación.      Por otra parte también se informó sobre el hermano de NNA  NNA de 15 años quien trabaja como empaquetador en el mismo supermercado también en el  área mayorista en el horario de 07:00 a 11:00 horas. Se indicó que NNA también se encuentra en situación de vulnerabilidad tanto por parte de la madre como del padre. La madre de ambos adolescentes fue identificada como la  Sra. SUJETO mientras que del padre de NNA no se posee información precisa salvo que se desempeña como chofer de la Línea 59. Se indicó además que este  último no convive con el adolescente pero lo recoge al salir del supermercado y lo obliga a trabajar como guarda ayudándole a subir y bajar pasajeros del colectivo.      Finalmente se mencionó que ambos adolescentes tienen una hermana de aproximadamente 10 años quien actualmente se encuentra al cuidado de su abuela materna. Sin embargo se informó que esta  última fue recientemente intervenida quirúrgicamente y se encuentra postrada por lo cual no puede brindar un cuidado adecuado. La madre Sra. SUJETO según lo relatado sale desde tempranas horas a trabajar y regresa en horarios nocturnos sin que su aporte a la alimentación y bienestar de sus hijos sea significativo.    ,0,1,1,0,0
Se comunica al servicio la presencia de NNA de 3 7 y 10  años de edad aproximada vendiendo limón en la vía p ública. Desde el servicio se deriva a DRI CALLE.  ,0,0,0,0,0
